year,tech_case_id,tech_case_cn,deployment_path_id,deployment_path_cn,cumulative_electrolyzer_gw,equipment_learning_rate,equipment_capex_factor,bop_epc_learning_rate,bop_epc_factor,energy_learning_rate,energy_consumption_factor,energy_consumption_kwh_per_kg,stack_cost_learning_rate,stack_cost_factor,stack_life_hours,energy_path_basis,life_path_basis,stack_learning_basis,deployment_interpretation
2045,T2_base,技术学习-基准,base,基准装机路径,1050.0,0.13,0.55,0.05,0.6621906200105985,,0.9197475403524233,50.58611471938328,0.13,0.55,86483.31168370029,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2046,T2_base,技术学习-基准,base,基准装机路径,1120.0,0.13,0.55,0.05,0.6590356116956028,,0.9188177124170158,50.53497418293587,0.13,0.55,86790.15490238479,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2047,T2_base,技术学习-基准,base,基准装机路径,1190.0,0.13,0.55,0.05,0.656085630530199,,0.9179442733306401,50.486935033185205,0.13,0.55,87078.38980088878,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2048,T2_base,技术学习-基准,base,基准装机路径,1260.0,0.13,0.55,0.05,0.6533164091844909,,0.9171207730552203,50.44164251803712,0.13,0.55,87350.14489177728,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2049,T2_base,技术学习-基准,base,基准装机路径,1330.0,0.13,0.55,0.05,0.6507077086279485,,0.9163418086190847,50.39879947404965,0.13,0.55,87607.20315570207,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2050,T2_base,技术学习-基准,base,基准装机路径,1400.0,0.13,0.55,0.05,0.65,,0.9156028090699788,50.35815449884883,0.13,0.55,87851.07300690703,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2051,T2_base,技术学习-基准,base,基准装机路径,1480.0,0.13,0.55,0.05,0.65,,0.914802195745418,50.31412076599799,0.13,0.55,88115.27540401206,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2052,T2_base,技术学习-基准,base,基准装机路径,1560.0,0.13,0.55,0.05,0.65,,0.9140437399711595,50.27240569841377,0.13,0.55,88365.56580951737,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2053,T2_base,技术学习-基准,base,基准装机路径,1640.0,0.13,0.55,0.05,0.65,,0.9133232232116776,50.23277727664227,0.13,0.55,88603.33634014642,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2054,T2_base,技术学习-基准,base,基准装机路径,1720.0,0.13,0.55,0.05,0.65,,0.9126370300718507,50.19503665395179,0.13,0.55,88829.78007628926,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2055,T2_base,技术学习-基准,base,基准装机路径,1800.0,0.13,0.55,0.05,0.65,,0.9119820385306531,50.15901211918592,0.13,0.55,89045.9272848845,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2056,T2_base,技术学习-基准,base,基准装机路径,1880.0,0.13,0.55,0.05,0.65,,0.9113555340625741,50.124554373441576,0.13,0.55,89252.67375935054,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2057,T2_base,技术学习-基准,base,基准装机路径,1960.0,0.13,0.55,0.05,0.65,,0.9107551416678614,50.09153279173238,0.13,0.55,89450.80324960574,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2058,T2_base,技术学习-基准,base,基准装机路径,2040.0,0.13,0.55,0.05,0.65,,0.9101787715088698,50.05983243298784,0.13,0.55,89641.00540207297,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2059,T2_base,技术学习-基准,base,基准装机路径,2120.0,0.13,0.55,0.05,0.65,,0.9096245750095624,50.02935162552593,0.13,0.55,89823.8902468444,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2060,T2_base,技术学习-基准,base,基准装机路径,2200.0,0.13,0.55,0.05,0.65,,0.9090909090909091,50.0,0.13,0.55,90000.0,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2026,T3_optimistic,技术学习-乐观,fast,高装机路径,4.0,0.18,1.0,0.08,1.0,,1.0,55.0,0.18,1.0,60000.0,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2027,T3_optimistic,技术学习-乐观,fast,高装机路径,70.0,0.18,0.45,0.08,0.7087118435024112,,0.946225557609351,52.042405668514306,0.18,0.4406695117386035,76900.53903706113,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2028,T3_optimistic,技术学习-乐观,fast,高装机路径,120.0,0.18,0.45,0.08,0.6642182905196893,,0.936099002037892,51.48544511208406,0.18,0.4,80083.1707880911,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2029,T3_optimistic,技术学习-乐观,fast,高装机路径,170.0,0.18,0.45,0.08,0.6369629937793232,,0.929555087391649,51.1255298065407,0.18,0.4,82139.82967691029,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2030,T3_optimistic,技术学习-乐观,fast,高装机路径,220.0,0.18,0.45,0.08,0.617510581392145,,0.9247110470319467,50.85910758675707,0.18,0.4,83662.24236138818,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2031,T3_optimistic,技术学习-乐观,fast,高装机路径,318.0,0.18,0.45,0.08,0.5907405628793371,,0.9177891756499158,50.47840466074537,0.18,0.4,85837.68765288363,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2032,T3_optimistic,技术学习-乐观,fast,高装机路径,416.0,0.18,0.45,0.08,0.5719558680727975,,0.9127421375244532,50.20081756384493,0.18,0.4,87423.89963517184,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2033,T3_optimistic,技术学习-乐观,fast,高装机路径,514.0,0.18,0.45,0.08,0.5575850414660736,,0.9087678049227393,49.982229270750665,0.18,0.4,88672.9755957105,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2034,T3_optimistic,技术学习-乐观,fast,高装机路径,612.0,0.18,0.45,0.08,0.5460019810110641,,0.9054891653461413,49.80190409403777,0.18,0.4,89703.40517692702,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2035,T3_optimistic,技术学习-乐观,fast,高装机路径,710.0,0.18,0.45,0.08,0.5363328612592837,,0.9026985637145248,49.64842100429887,0.18,0.4,90580.45140400647,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2036,T3_optimistic,技术学习-乐观,fast,高装机路径,808.0,0.18,0.45,0.08,0.5280554430419317,,0.9002693565675418,49.5148146112148,0.18,0.4,91343.91650734397,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2037,T3_optimistic,技术学习-乐观,fast,高装机路径,906.0,0.18,0.45,0.08,0.5208334574185419,,0.8981185815492956,49.39652198521126,0.18,0.4,92019.87437022137,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2038,T3_optimistic,技术学习-乐观,fast,高装机路径,1004.0,0.18,0.45,0.08,0.5144380561037081,,0.8961889248454514,49.29039086649983,0.18,0.4,92626.33790571528,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2039,T3_optimistic,技术学习-乐观,fast,高装机路径,1102.0,0.18,0.45,0.08,0.5087066812059056,,0.8944391294253008,49.19415211839154,0.18,0.4,93176.27360919121,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2040,T3_optimistic,技术学习-乐观,fast,高装机路径,1200.0,0.18,0.45,0.08,0.50351985074902,,0.8928385061524438,49.10611783838441,0.18,0.4,93679.3266378034,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2041,T3_optimistic,技术学习-乐观,fast,高装机路径,1330.0,0.18,0.45,0.08,0.5,,0.890906042716829,48.999832349425596,0.18,0.4,94286.67228899657,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2042,T3_optimistic,技术学习-乐观,fast,高装机路径,1460.0,0.18,0.45,0.08,0.5,,0.8891539400798674,48.903466704392706,0.18,0.4,94837.33311775597,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2043,T3_optimistic,技术学习-乐观,fast,高装机路径,1590.0,0.18,0.45,0.08,0.5,,0.8875513866532857,48.815326265930715,0.18,0.4,95340.99276611021,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2044,T3_optimistic,技术学习-乐观,fast,高装机路径,1720.0,0.18,0.45,0.08,0.5,,0.8860748487129416,48.73411667921179,0.18,0.4,95805.0475473612,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2045,T3_optimistic,技术学习-乐观,fast,高装机路径,1850.0,0.18,0.45,0.08,0.5,,0.884705944664005,48.65882695652027,0.18,0.4,96235.27453416985,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2046,T3_optimistic,技术学习-乐观,fast,高装机路径,1980.0,0.18,0.45,0.08,0.5,,0.8834300428786269,48.58865235832448,0.18,0.4,96636.2722381458,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2047,T3_optimistic,技术学习-乐观,fast,高装机路径,2110.0,0.18,0.45,0.08,0.5,,0.8822353062981627,48.52294184639895,0.18,0.4,97011.76087772025,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2048,T3_optimistic,技术学习-乐观,fast,高装机路径,2240.0,0.18,0.45,0.08,0.5,,0.8811120231652603,48.461161274089314,0.18,0.4,97364.79271948963,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2049,T3_optimistic,技术学习-乐观,fast,高装机路径,2370.0,0.18,0.45,0.08,0.5,,0.880052126840643,48.402866976235366,0.18,0.4,97697.90299294076,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2050,T3_optimistic,技术学习-乐观,fast,高装机路径,2500.0,0.18,0.45,0.08,0.5,,0.8790488440134798,48.34768642074139,0.18,0.4,98013.22045290636,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2051,T3_optimistic,技术学习-乐观,fast,高装机路径,2600.0,0.18,0.45,0.08,0.5,,0.8783119733088295,48.30715853198562,0.18,0.4,98244.8083886536,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2052,T3_optimistic,技术学习-乐观,fast,高装机路径,2700.0,0.18,0.45,0.08,0.5,,0.8776029157767603,48.26816036772182,0.18,0.4,98467.6550415896,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
2053,T3_optimistic,技术学习-乐观,fast,高装机路径,2800.0,0.18,0.45,0.08,0.5,,0.8769196479462664,48.23058063704465,0.18,0.4,98682.39635974482,"DOE 2024 LA system BOL 55, interim 52, ultimate 48 kWh/kg; cases bracket these targets","DOE 2024 60,000 current and 80,000 target hours; World Bank 2026 60,000-90,000 current range; 100,000 is optimistic","Author-selected conditional stack-cost rate: 13% central, with 8% and 18% deterministic sensitivities; transferring published system-level evidence to replacement stacks is a modelling assumption, not an IEA stack-rate estimate","Only the rounded 4-GW end-2025 starting point is observed; later values are author-defined conditional scenarios, not probabilistic forecasts"
